street,city,size,price,first_seen,site,type,open
Van Oldenbarneveldtstraat,amsterdam,60.0,900.00,2019-01-31 17:13:51.082170+00:00,jaap,Appartement,True
Oeverpad,amsterdam,125.0,830.00,2019-01-31 17:14:00.217661+00:00,jaap,Appartement,True
Goudsbloemstraat,amsterdam,40.0,1100.00,2019-01-29 23:04:39.769333+00:00,parius,Tuin,False
Van Zeggelenstraat,haarlem,45.0,1050.00,2019-01-10 00:06:29.880334+00:00,parius,Aparte douche,False
Ruysdaelstraat,haarlem,18.0,550.00,2019-02-16 18:21:08.354793+00:00,parius,Vloerbedekking: Laminaat,True
Johannes Huslaan,hilversum,88.0,800.00,2019-02-14 16:16:13.907802+00:00,huurstunt,Appartement,False
Van Lennepstraat 2 L,utrecht,50.0,1250.00,2019-01-12 19:19:31.232997+00:00,jaap,Bovenwoning,False
Groenestraat 76,utrecht,46.0,1095.00,2019-01-12 19:26:39.163498+00:00,jaap,Appartement,False
Ina Boudier-Bakkerlaan,utrecht,30.0,795.00,2019-01-08 09:02:25.451286+00:00,parius,Airconditioning,False
Berlagestraat 130,utrecht,35.0,896.00,2019-01-12 19:22:16.880461+00:00,jaap,Appartement,True
Vaartweg,hilversum,20.0,500.00,2019-02-14 16:16:02.366486+00:00,huurstunt,Appartement,False
Moezeldreef,utrecht,60.0,1200.00,2019-02-18 16:08:20.830834+00:00,huurstunt,Appartement,False
Justus van Effenstraat 42,utrecht,23.0,685.00,2019-01-13 19:26:09.996526+00:00,jaap,Appartement,False
Korte Leidsedwarsstraat,amsterdam,35.0,1000.00,2019-01-29 23:06:07.941368+00:00,parius,Vloerbedekking: Laminaat,True
Westerhoutstraat,haarlem,80.0,1000.00,2019-02-05 22:48:18.866300+00:00,parius,Apart toilet,True
Surinameweg,haarlem,,905.00,2019-01-13 19:00:25.343667+00:00,huurwoningen,Huis (Eengezinswoning),False
Billitonkade,utrecht,45.0,985.00,2019-02-07 23:53:24.732344+00:00,parius,Tuin,True
Rijnlaan,utrecht,55.0,1050.00,2019-02-14 16:13:02.496970+00:00,huurstunt,Appartement,True
Surinameweg,haarlem,,940.00,2019-01-13 19:00:34.816047+00:00,huurwoningen,Huis (Eengezinswoning),False
Lange Smeestraat,utrecht,28.0,640.00,2019-01-13 19:02:39.233772+00:00,huurwoningen,Kamer (Kamer),False
Pelikaanstraat,utrecht,23.0,650.00,2018-12-30 17:54:38.633532+00:00,jaap,,False
Brigantijnkade 43,amsterdam,96.0,1188.00,2019-01-13 19:06:31.380035+00:00,jaap,,False
Schouwtjeslaan,haarlem,50.0,1250.00,2019-01-01 22:50:02.648168+00:00,parius,Vloerbedekking: Laminaat,True
M.H. Trompstraat,utrecht,35.0,895.00,2019-01-04 02:20:43.993872+00:00,parius,Apart toilet,False
Prinses Irenelaan,utrecht,61.0,998.00,2019-02-04 16:04:05.916323+00:00,huurwoningen,Appartement (Benedenwoning),False
Jan van Zutphenlaan,utrecht,60.0,1095.00,2019-02-08 16:01:42.354118+00:00,huurwoningen,Appartement (Portiekflat),True
Domstraat,utrecht,35.0,1050.00,2019-02-14 16:13:35.225826+00:00,huurstunt,Appartement,True
Jan van Scorelstraat 45,utrecht,30.0,900.00,2019-01-13 19:25:56.836359+00:00,jaap,Appartement,False
Cas Oorthuyskade 186,amsterdam,92.0,1173.00,2019-01-13 19:06:26.219102+00:00,jaap,,False
Croesestraat,utrecht,40.0,995.00,2019-02-14 16:13:09.670991+00:00,huurstunt,Appartement,True
Oudekamp,utrecht,60.0,1100.00,2019-02-08 16:02:50.831337+00:00,huurwoningen,Appartement (Benedenwoning),False
De Lessepsstraat,utrecht,65.0,1250.00,2019-01-29 23:31:48.642025+00:00,parius,Tuin,True
Amsterdamsestraatweg,utrecht,30.0,825.00,2019-02-08 16:02:35.863433+00:00,huurwoningen,Appartement (Galerijflat),False
Brigantijnkade,amsterdam,96.0,1188.00,2019-01-14 01:46:10.545586+00:00,parius,Apart toilet,True
Van Hoornekade 91 A,utrecht,35.0,995.00,2019-01-31 17:22:35.603735+00:00,jaap,Bovenwoning,True
Rijnlaan,utrecht,55.0,1050.00,2019-02-08 16:02:23.164628+00:00,huurwoningen,Appartement (Portiekflat),True
Cas Oorthuyskade,amsterdam,92.0,1173.00,2019-01-14 01:46:34.073934+00:00,parius,Apart toilet,False
Jan van Scorelstraat,utrecht,30.0,900.00,2019-01-14 02:23:17.499385+00:00,parius,Apart toilet,False
Donkerstraat,utrecht,22.0,850.00,2019-01-14 02:22:17.462014+00:00,parius,Apart toilet,False
Groenestraat,utrecht,46.0,1095.00,2019-01-14 02:21:17.458770+00:00,parius,Exclusief,False
Rolsteeg,haarlem,70.0,1100.00,2019-01-14 02:05:18.606824+00:00,parius,Apart toilet,False
Jansveld,utrecht,20.0,675.00,2019-01-14 02:21:45.964725+00:00,parius,Apart toilet,False
Lange Smeestraat,utrecht,28.0,640.00,2019-01-14 02:20:55.975004+00:00,parius,Vloerbedekking: Kaal,False
Livingstonelaan,utrecht,85.0,1195.00,2019-02-06 16:02:51.999250+00:00,huurwoningen,Appartement (Galerijflat),False
Abel Tasmanstraat,utrecht,18.0,650.00,2019-02-21 16:03:16.014919+00:00,huurwoningen,Appartement (Galerijflat),True
Oudegracht,utrecht,75.0,1250.00,2019-02-04 16:04:41.357969+00:00,huurwoningen,Appartement (Portiekflat),True
Wittevrouwenstraat,utrecht,28.0,875.00,2019-02-21 16:03:31.493340+00:00,huurwoningen,Appartement (Bovenwoning),True
James Wattstraat,amsterdam,25.0,917.00,2019-01-14 19:00:08.149709+00:00,huurwoningen,Appartement (Galerijflat),False
Surinameweg,haarlem,,905.00,2019-01-14 19:00:59.406149+00:00,huurwoningen,Huis (Eengezinswoning),False
Amsterdamstraat,haarlem,45.0,1000.00,2019-01-14 19:01:28.368236+00:00,huurwoningen,Appartement (Portiekflat),False
Spinozaweg,utrecht,46.0,1050.00,2019-02-21 16:03:42.022791+00:00,huurwoningen,Appartement (Benedenwoning),True
Bernard Shawsingel,amsterdam,45.0,1000.00,2019-01-14 19:00:14.562116+00:00,huurwoningen,Appartement (Bovenwoning),False
Akerwateringstraat,amsterdam,10.0,650.00,2019-01-14 19:00:20.010617+00:00,huurwoningen,Appartement (Portiekflat),True
Surinameweg,haarlem,,940.00,2019-01-14 19:00:50.378625+00:00,huurwoningen,Huis (Eengezinswoning),False
Volhardingstraat,haarlem,40.0,1050.00,2019-01-14 19:01:12.872714+00:00,huurwoningen,Appartement (Galerijflat),False
Valetonlaan,utrecht,76.0,1095.00,2019-02-21 16:03:54.508727+00:00,huurwoningen,Appartement (Portiekflat),True
Welnastraat 687,amsterdam,28.0,1225.00,2019-01-29 17:07:06.323296+00:00,jaap,Bovenwoning,True
Korte Geuzenstraat,amsterdam,20.0,750.00,2019-01-15 19:00:11.579337+00:00,huurwoningen,Appartement (Portiekflat),False
Spengenpad,amsterdam,87.0,895.00,2019-01-29 23:07:43.091143+00:00,parius,Apart toilet,False
Nachtvlinderplantsoen,utrecht,103.0,1020.00,2018-12-30 17:10:04.437874+00:00,huurwoningen,Huis (Eengezinswoning),False
Meesterlottelaan,haarlem,50.0,1150.00,2018-12-30 17:01:41.653797+00:00,huurwoningen,Appartement (Benedenwoning),False
Berlaarstraat 183,amsterdam,88.0,965.00,2019-01-14 19:12:56.675797+00:00,jaap,Woning,False
Linnaeusstraat,utrecht,114.0,949.00,2019-01-14 19:03:40.171934+00:00,huurwoningen,Appartement (Portiekflat),False
Cas Oorthuyskade,amsterdam,102.0,1239.00,2019-02-08 16:04:47.937736+00:00,jaap,,False
Zandhofsestraat,utrecht,65.0,1250.00,2019-02-14 16:02:32.776051+00:00,huurwoningen,Appartement (Galerijflat),False
Van Eysingalaan,utrecht,80.0,1218.00,2019-01-31 17:32:12.994459+00:00,jaap,Woning,True
Admiraal de Ruijterweg 95,amsterdam,35.0,1200.00,2019-02-08 16:04:38.751980+00:00,jaap,Bovenwoning,True
Madurastraat,amsterdam,29.0,1250.00,2019-02-08 16:04:31.560738+00:00,jaap,Studio,True
Choorstraat,utrecht,45.0,1113.00,2019-01-31 17:33:28.030856+00:00,jaap,Appartement,True
Eerste Daalsedijk,utrecht,60.0,1118.00,2019-01-31 17:32:55.624008+00:00,jaap,Benedenwoning,True
Palmstraat 64,utrecht,0.0,1075.00,2019-01-14 19:31:56.999854+00:00,jaap,Benedenwoning,False
Barndesteeg,amsterdam,35.0,1200.00,2019-01-15 19:00:04.164501+00:00,huurwoningen,Appartement (Studio),False
Linnaeusstraat 32,utrecht,60.0,949.00,2019-01-14 19:20:58.510460+00:00,jaap,Benedenwoning,False
Vlietstraat,utrecht,45.0,1118.00,2019-01-31 17:33:10.776777+00:00,jaap,Appartement,True
Brigittenstraat,utrecht,13.0,763.00,2019-01-31 17:33:38.169493+00:00,jaap,Studio,True
Willem Barentszstraat,utrecht,70.0,1143.00,2019-01-31 17:34:16.437446+00:00,jaap,Appartement,True
Ambachtstraat,utrecht,65.0,1168.00,2019-01-31 17:33:51.316954+00:00,jaap,Appartement,True
Billitonstraat,utrecht,30.0,763.00,2019-01-31 17:32:27.169699+00:00,jaap,Studio,True
Tanimbarkade,utrecht,50.0,1113.00,2019-01-31 17:32:40.312915+00:00,jaap,Appartement,True
Jeruzalemstraat,utrecht,55.0,1200.00,2019-01-29 23:32:14.971079+00:00,parius,Vloerbedekking: Hout,True
Choorstraat,utrecht,40.0,911.00,2019-01-31 17:33:19.906810+00:00,jaap,Appartement,True
Weerdsingel O Z,utrecht,25.0,865.00,2019-01-31 17:34:01.448812+00:00,jaap,Appartement,True
Zambesidreef 133,utrecht,87.0,1095.00,2019-01-14 19:23:25.218157+00:00,jaap,Bovenwoning,False
Valutaboulevard,amsterdam,22.0,750.00,2019-01-15 19:00:17.025949+00:00,huurwoningen,Kamer (Kamer),False
Surinameweg,haarlem,,905.00,2019-01-15 19:00:34.567146+00:00,huurwoningen,Huis (Eengezinswoning),False
Cremerstraat,utrecht,84.0,1218.00,2019-01-31 17:34:29.578851+00:00,jaap,Woning,True
Amsterdamsestraatweg,utrecht,75.0,1042.00,2019-01-31 17:34:40.752003+00:00,jaap,Appartement,True
Surinameweg,haarlem,,940.00,2019-01-15 19:00:27.094855+00:00,huurwoningen,Huis (Eengezinswoning),False
Huygensstraat,hilversum,35.0,710.00,2019-02-06 16:05:10.544320+00:00,huurwoningen,Appartement (Studio),False
Surinameweg,haarlem,,905.00,2019-01-25 19:00:35.571728+00:00,huurwoningen,Huis (Eengezinswoning),False
Surinameweg,haarlem,,940.00,2019-01-25 19:00:47.156726+00:00,huurwoningen,Huis (Eengezinswoning),False
Volhardingstraat,haarlem,40.0,1050.00,2019-01-15 19:00:41.979427+00:00,huurwoningen,Appartement (Benedenwoning),False
Gierstraat,haarlem,30.0,950.00,2019-01-15 19:00:49.380340+00:00,huurwoningen,Appartement (Studio),False
Pablo Picassostraat,utrecht,76.0,1050.00,2019-01-15 19:02:52.246292+00:00,huurwoningen,Appartement,False
Palmstraat,utrecht,60.0,1075.00,2019-01-15 19:03:16.651154+00:00,huurwoningen,Appartement (Galerijflat),False
Teding van Berkhoutstraat,haarlem,80.0,1250.00,2019-01-25 19:03:14.728322+00:00,huurwoningen,Appartement (Portiekflat),False
Hodsonstraat,haarlem,40.0,1100.00,2019-01-25 19:00:56.650249+00:00,huurwoningen,Appartement (Galerijflat),False
Cheribonstraat,haarlem,40.0,950.00,2019-01-25 19:01:10.574012+00:00,huurwoningen,Appartement (Portiekflat),True
Theo van Doesburgstraat 46,utrecht,102.0,1034.00,2019-01-15 19:23:12.496919+00:00,jaap,Tussenwoning,True
Baron van Heemstrastraat,utrecht,20.0,652.00,2019-01-31 17:34:51.896622+00:00,jaap,Studio,True
Kanaalweg,utrecht,50.0,1093.00,2019-01-31 17:35:14.172173+00:00,jaap,Appartement,True
Oudegracht 364 20,utrecht,44.0,1250.00,2019-01-15 19:21:03.728079+00:00,jaap,Appartement,True
Boerhaavelaan,utrecht,45.0,865.00,2019-01-31 17:35:03.043494+00:00,jaap,Appartement,True
Vaartweg,hilversum,29.0,560.00,2019-02-06 16:05:24.039779+00:00,huurwoningen,Appartement (Galerijflat),False
2e Oosterstraat,hilversum,45.0,725.00,2019-02-06 16:05:36.952408+00:00,huurwoningen,Appartement (Galerijflat),False
Minister Talmastraat 53,utrecht,80.0,1175.00,2019-01-15 19:23:04.336515+00:00,jaap,Bovenwoning,True
Kampervest,haarlem,80.0,1250.00,2019-01-25 19:01:03.104523+00:00,huurwoningen,Appartement (Bovenwoning),False
Croesestraat,utrecht,60.0,1012.00,2019-01-31 17:36:59.940126+00:00,jaap,Appartement,True
Madurastraat,amsterdam,29.0,1250.00,2019-02-08 16:05:02.139461+00:00,jaap,Studio,True
Vismarkt,utrecht,30.0,825.00,2019-01-15 19:25:33.910341+00:00,jaap,Appartement,False
H de Keijserstraat,utrecht,16.0,539.00,2019-01-31 17:36:38.210221+00:00,jaap,Studio,True
Korte Jansstraat,utrecht,26.0,657.00,2019-01-31 17:35:34.541346+00:00,jaap,Appartement,True
Faas Wilkesstraat 101 -d,amsterdam,63.0,916.00,2019-02-08 16:05:09.297254+00:00,jaap,Appartement,True
Rapenburchdreef,utrecht,0.0,715.00,2019-01-15 19:29:21.947131+00:00,jaap,Studio,False
Ella Fitzgeraldplein,utrecht,79.0,1062.00,2019-01-31 17:36:50.788793+00:00,jaap,Appartement,True
Catharijnesingel,utrecht,22.0,632.00,2019-01-31 17:35:53.863281+00:00,jaap,Studio,True
Albatrosstraat,utrecht,50.0,1027.00,2019-01-31 17:37:15.081325+00:00,jaap,Appartement,True
Jan Pieterszoon Coenstraat,utrecht,20.0,520.00,2019-01-31 17:35:19.387961+00:00,jaap,Kamer,True
Wittevrouwenstraat,utrecht,19.0,491.00,2019-01-31 17:36:17.131356+00:00,jaap,Studio,True
"Goudestein, Goudesteinlaan 48",utrecht,88.0,1210.00,2019-01-15 19:32:46.757345+00:00,jaap,Appartement,True
Vooruitgangstraat 137,haarlem,40.0,1175.00,2019-02-08 16:06:13.567838+00:00,jaap,Penthouse,False
Oudegracht,utrecht,60.0,1012.00,2019-01-31 17:35:40.688387+00:00,jaap,Appartement,True
Amsterdamsestraatweg,utrecht,40.0,763.00,2019-01-31 17:36:22.240441+00:00,jaap,Appartement,True
Dillenburgstraat,utrecht,25.0,560.00,2019-01-31 17:36:03.980004+00:00,jaap,Studio,True
James Wattstraat,amsterdam,25.0,917.00,2019-01-16 19:00:10.470400+00:00,huurwoningen,Appartement (Galerijflat),False
Surinameweg,haarlem,,905.00,2019-01-16 19:00:39.723444+00:00,huurwoningen,Huis (Eengezinswoning),False
Haarlemmerstraat,amsterdam,85.0,1125.00,2019-01-16 19:00:05.018032+00:00,huurwoningen,Appartement (Portiekflat),False
Surinameweg,haarlem,,940.00,2019-01-16 19:00:34.273508+00:00,huurwoningen,Huis (Eengezinswoning),False
Mauritsstraat,haarlem,62.0,1200.00,2019-01-16 19:00:49.169133+00:00,huurwoningen,Appartement (Studio),False
Groenestraat,utrecht,26.0,795.00,2019-01-16 19:01:37.177001+00:00,huurwoningen,Appartement (Galerijflat),False
Van Zeggelenstraat,haarlem,75.0,1225.00,2019-02-08 16:06:41.979821+00:00,jaap,Benedenwoning,False
Oudenoord,utrecht,61.0,1195.00,2019-01-16 19:02:01.854549+00:00,huurwoningen,Appartement (Galerijflat),False
Mariahoek,utrecht,60.0,1190.00,2019-01-16 19:02:11.286999+00:00,huurwoningen,Appartement (Bovenwoning),False
Tulpstraat,hilversum,65.0,825.00,2019-02-06 16:05:46.429770+00:00,huurwoningen,Appartement (Benedenwoning),False
Theo van Doesburgstraat,utrecht,102.0,1034.00,2019-01-16 19:01:49.362319+00:00,huurwoningen,Huis (Eengezinswoning),False
M Harpertszoon Trompstra 10 Iv,amsterdam,0.0,1150.00,2019-01-16 19:11:28.354829+00:00,jaap,Appartement,False
Schelvisch Hoofd 44,amsterdam,90.0,925.00,2019-01-16 19:04:29.817480+00:00,jaap,Appartement,False
Volhardingstraat 2 A 26,haarlem,40.0,1050.00,2019-01-16 19:14:15.708823+00:00,jaap,Benedenwoning,False
Weerdsingel,utrecht,50.0,1150.00,2019-02-08 16:07:27.217836+00:00,jaap,Appartement,False
Pieterstraat,utrecht,35.0,1175.00,2019-01-24 08:57:56.803649+00:00,parius,Apart toilet,True
Sumatrastraat 114 T,amsterdam,45.0,1250.00,2019-01-17 19:09:39.483400+00:00,jaap,Appartement,False
Havenstraat,hilversum,64.0,1025.00,2019-02-06 16:06:00.928817+00:00,huurwoningen,Appartement (Bovenwoning),False
Galjootstraat 64,amsterdam,117.0,1059.00,2019-01-16 19:06:49.505237+00:00,jaap,,False
Johan Huizingalaan,amsterdam,89.0,1061.00,2019-01-25 19:06:05.786048+00:00,jaap,,False
Oudenoord,utrecht,61.0,1195.00,2019-01-16 19:23:53.929604+00:00,jaap,Appartement,False
Pieter Calandlaan 1245,amsterdam,108.0,1107.00,2019-01-25 19:06:18.102687+00:00,jaap,,True
Johan Huizingalaan 423,amsterdam,89.0,1061.00,2019-01-25 19:06:26.262979+00:00,jaap,,False
De Bazellaan 15 Iii,haarlem,97.0,425.00,2019-01-25 19:13:49.621746+00:00,jaap,Appartement,False
Tapijtstraat,hilversum,35.0,710.00,2019-02-21 16:05:25.513987+00:00,huurwoningen,Appartement (Bovenwoning),True
Amsterdamsestraatweg 929-1,utrecht,0.0,825.00,2019-02-08 16:07:41.969571+00:00,jaap,Appartement,True
Daguerrestraat,amsterdam,108.0,1210.00,2019-01-29 23:10:43.879225+00:00,parius,Apart toilet,True
Aziëlaan,utrecht,110.0,1250.00,2019-01-04 02:26:11.812321+00:00,parius,Aparte douche,False
Amsterdamsestraatweg 929-2,utrecht,0.0,768.00,2019-02-08 16:07:56.691326+00:00,jaap,Appartement,True
Liebergerweg,hilversum,70.0,775.00,2019-02-21 16:05:19.030371+00:00,huurwoningen,Appartement (Maisonette),True
Surinameweg,haarlem,,905.00,2019-01-17 19:00:30.163267+00:00,huurwoningen,Huis (Eengezinswoning),False
Aartsbisschop Romerostraat,utrecht,69.0,1250.00,2019-01-17 19:01:50.575153+00:00,huurwoningen,Appartement (Galerijflat),False
Wittevrouwenstraat,utrecht,28.0,825.00,2019-01-17 19:02:06.037284+00:00,huurwoningen,Appartement (Galerijflat),False
Cas Oorthuyskade,amsterdam,102.0,1239.00,2019-01-29 23:11:11.410962+00:00,parius,Apart toilet,True
Oudenoord,utrecht,65.0,1080.00,2019-01-17 19:02:12.945206+00:00,huurwoningen,Appartement (Galerijflat),False
Fortunadreef,utrecht,67.0,1225.00,2019-01-17 19:01:35.742439+00:00,huurwoningen,Appartement (Galerijflat),False
Pieterstraat,utrecht,36.0,1195.00,2019-01-17 19:02:32.856842+00:00,huurwoningen,Appartement (Portiekflat),True
Pieterstraat,utrecht,42.0,1195.00,2019-01-17 19:02:48.416064+00:00,huurwoningen,Appartement (Portiekflat),False
Oudegracht,utrecht,40.0,995.00,2019-01-17 19:01:23.205085+00:00,huurwoningen,Appartement (Galerijflat),False
Surinameweg,haarlem,,940.00,2019-01-17 19:00:44.506695+00:00,huurwoningen,Huis (Eengezinswoning),False
Pieterstraat,utrecht,50.0,1195.00,2019-01-17 19:02:21.413168+00:00,huurwoningen,Appartement (Portiekflat),True
Wolbrantskerkweg 124 -a,amsterdam,87.0,899.00,2019-01-17 19:08:24.872616+00:00,jaap,,False
Edisonstraat,utrecht,35.0,895.00,2019-01-17 19:03:50.104192+00:00,huurwoningen,Appartement (Portiekflat),False
Edisonstraat,utrecht,50.0,895.00,2019-01-17 19:03:35.679711+00:00,huurwoningen,Appartement (Galerijflat),False
Jutfaseweg,utrecht,40.0,1050.00,2019-01-17 19:03:26.248806+00:00,huurwoningen,Appartement (Benedenwoning),False
Oudegracht,utrecht,50.0,1050.00,2019-01-17 19:03:19.764137+00:00,huurwoningen,Appartement (Benedenwoning),False
Heverleestraat 22,amsterdam,70.0,870.00,2019-01-17 19:09:32.261443+00:00,jaap,Eengezinswoning,False
Oudegracht,utrecht,40.0,995.00,2019-01-17 19:03:13.311746+00:00,huurwoningen,Appartement (Portiekflat),False
Wolbrantskerkweg 90 -a,amsterdam,87.0,899.00,2019-01-17 19:08:18.628993+00:00,jaap,,False
Wagenstraat,utrecht,60.0,1195.00,2019-01-17 19:02:58.855659+00:00,huurwoningen,Appartement (Portiekflat),False
Geuzenweg,hilversum,16.0,495.00,2019-02-20 16:03:56.100017+00:00,huurwoningen,Appartement (Bovenwoning),True
Van Bijnkershoeklaan 375,utrecht,32.0,1050.00,2019-01-03 19:25:18.074251+00:00,jaap,Bovenwoning,False
Kalverstraat,utrecht,65.0,1180.00,2019-01-25 19:21:51.712524+00:00,jaap,Appartement,False
Eemnesserweg,hilversum,50.0,845.00,2019-02-08 16:09:57.850027+00:00,jaap,Bovenwoning,True
Dijkstraat,haarlem,35.0,1200.00,2019-02-08 16:06:27.755232+00:00,jaap,Benedenwoning,False
Burgemeester Schooklaan,hilversum,500.0,1000.00,2019-02-06 16:06:31.685204+00:00,huurwoningen,Appartement (Portiekflat),False
Mauritsstraat,utrecht,60.0,1250.00,2019-01-04 21:18:06.442992+00:00,parius,Exclusief,True
Wandelpad,hilversum,30.0,625.00,2019-02-06 16:06:42.225466+00:00,huurwoningen,Appartement (Studio),False
Lage Naarderweg,hilversum,20.0,925.00,2019-02-05 23:54:19.756482+00:00,parius,Tuin,True
Hijmans van den Berghlaan 16,utrecht,53.0,1125.00,2019-02-08 16:07:34.726119+00:00,jaap,Appartement,True
Edisonstraat,utrecht,50.0,895.00,2019-01-17 19:27:45.903477+00:00,jaap,Appartement,False
Kerkstraat,hilversum,70.0,975.00,2019-02-08 16:09:46.660268+00:00,jaap,Bovenwoning,True
Lange Koestraat,utrecht,60.0,1125.00,2019-01-04 02:27:39.555761+00:00,parius,Vloerbedekking: Laminaat,False
Amsterdamsestraatweg 491 5,utrecht,35.0,845.00,2019-01-17 19:25:20.679005+00:00,jaap,Bovenwoning,False
Appartement Te Huur: Chopinlaan In Naarden € 1245,hilversum,0.0,700.00,2019-02-08 16:10:46.530023+00:00,jaap,,True
Woning Te Huur: Nienoord In Lelystad € 1250,hilversum,0.0,1000.00,2019-02-08 16:10:39.417267+00:00,jaap,,True
Catharijnesingel 139 E,utrecht,50.0,1150.00,2019-01-17 19:25:48.539442+00:00,jaap,Appartement,True
Coornhertstraat,utrecht,35.0,720.00,2019-01-17 19:27:18.336516+00:00,jaap,Appartement,False
Appartement Te Huur: Leeuwenstraat In Hilversum € ,hilversum,0.0,1250.00,2019-02-08 16:10:09.966052+00:00,jaap,,True
Woning Te Huur: Nieuwe Waterweg In Lelystad € 1700,hilversum,0.0,1200.00,2019-02-08 16:10:27.345159+00:00,jaap,,True
Adelaarstraat 46 Bisa,utrecht,55.0,1250.00,2019-01-17 19:24:06.573473+00:00,jaap,Bovenwoning,False
Leidsevaart,haarlem,63.0,1250.00,2019-02-16 18:21:27.702623+00:00,parius,Apart toilet,True
Kruisstraat,utrecht,31.0,975.00,2019-01-04 21:14:15.699287+00:00,parius,Aparte douche,True
Van Hoornekade,utrecht,35.0,995.00,2019-02-08 16:12:23.177161+00:00,huurstunt,Appartement,False
Korte Poellaan,haarlem,55.0,1250.00,2019-01-01 22:56:18.758286+00:00,parius,Tuin,True
Doelstraat,haarlem,55.0,1250.00,2019-01-01 22:56:38.391581+00:00,parius,"Vloerbedekking: Laminaat, Hout",True
Gedempte Oude Gracht,haarlem,40.0,1025.00,2019-01-18 19:00:49.064448+00:00,huurwoningen,Appartement (Benedenwoning),False
Singel,amsterdam,32.0,1250.00,2019-02-21 23:37:15.892057+00:00,parius,Apart toilet,True
Surinameweg,haarlem,,905.00,2019-01-18 19:01:18.589487+00:00,huurwoningen,Huis (Eengezinswoning),False
Oosterleestraat,utrecht,45.0,550.00,2019-01-18 19:01:44.110186+00:00,huurwoningen,Bedrijfsruimte,False
Surinameweg,haarlem,,1130.00,2019-01-18 19:01:07.158465+00:00,huurwoningen,Huis (Eengezinswoning),False
Surinameweg,haarlem,,940.00,2019-01-18 19:00:55.592152+00:00,huurwoningen,Huis (Eengezinswoning),False
Vaartweg,hilversum,29.0,560.00,2019-02-06 16:27:41.657691+00:00,huurstunt,Appartement,True
Weteringschans,amsterdam,20.0,1200.00,2019-01-18 19:00:03.731195+00:00,huurwoningen,Appartement (Bovenwoning),False
Klaverstraat,utrecht,50.0,950.00,2019-02-08 16:12:34.387960+00:00,huurstunt,Appartement,False
Merelstraat,hilversum,197.0,1200.00,2019-02-06 16:06:48.712714+00:00,huurwoningen,Huis (Eengezinswoning),False
Pieterstraat,utrecht,32.0,995.00,2019-01-18 19:02:31.665726+00:00,huurwoningen,Appartement (Portiekflat),False
Catharijnesingel,utrecht,50.0,1150.00,2019-01-18 19:02:42.089245+00:00,huurwoningen,Appartement (Galerijflat),False
Fultonstraat,utrecht,42.0,950.00,2019-01-18 19:02:57.550304+00:00,huurwoningen,Appartement (Portiekflat),False
Pieterstraat,utrecht,38.0,1195.00,2019-01-18 19:02:26.184098+00:00,huurwoningen,Appartement (Portiekflat),True
Reykjavikstraat,utrecht,40.0,695.00,2018-12-30 17:40:24.741426+00:00,jaap,Benedenwoning + bovenwoning,False
Cas Oorthuyskade,amsterdam,92.0,1196.00,2019-01-18 19:06:07.963681+00:00,jaap,,False
Schinkelkade 67 C- 4,amsterdam,73.0,1250.00,2018-12-30 21:35:09.704163+00:00,jaap,,True
Prinsengracht 299 A,amsterdam,30.0,1050.00,2018-12-30 21:35:37.254108+00:00,jaap,Benedenwoning,True
Laan van Nieuw-Guinea,utrecht,45.0,1125.00,2019-01-15 19:03:04.681238+00:00,huurwoningen,Appartement (Bovenwoning),True
Pieterstraat,utrecht,41.0,1095.00,2019-01-24 08:58:16.390151+00:00,parius,Apart toilet,True
Jeruzalemstraat,utrecht,370.0,900.00,2018-12-30 17:08:02.100321+00:00,huurwoningen,Appartement (Maisonette),False
Musicallaan 273,utrecht,109.0,1185.00,2018-12-30 21:44:25.925349+00:00,jaap,Appartement,True
Hogeweide 358,utrecht,130.0,1030.00,2018-12-30 21:46:06.088016+00:00,jaap,Boerderij,True
Maria Theresiadreef,utrecht,137.0,1175.00,2019-02-04 16:21:40.523190+00:00,huurstunt,Huurwoning,True
Linschotenstraat,haarlem,70.0,995.00,2019-01-04 20:28:39.629927+00:00,parius,Tuin,False
Huygensstraat,hilversum,31.0,710.00,2019-02-10 16:10:41.963699+00:00,huurstunt,Appartement,False
Van Eysingalaan 250,utrecht,70.0,1250.00,2019-01-12 19:20:38.377963+00:00,jaap,Appartement,False
Veeartsenijstraat,utrecht,55.0,1150.00,2019-01-18 19:27:35.174916+00:00,jaap,Appartement,False
Jan van Ransdorpstraat,utrecht,90.0,1045.00,2018-12-30 22:00:58.118132+00:00,jaap,Appartement,True
Twijnstraat,utrecht,45.0,1250.00,2019-02-21 16:07:19.719841+00:00,jaap,Appartement,True
Croeselaan,utrecht,90.0,1250.00,2019-01-04 21:19:29.295185+00:00,parius,Begane grond,True
Cornelis Mertenssstraat,utrecht,14.0,750.00,2019-01-18 19:33:00.427466+00:00,jaap,Kamer,True
Van der Duijnstraat,utrecht,35.0,975.00,2019-01-30 17:08:12.681903+00:00,huurwoningen,Appartement (Bovenwoning),False
Oudenoord,utrecht,65.0,1080.00,2019-01-18 19:27:25.003652+00:00,jaap,Appartement,False
Jan Pieterszoon Coenstraat,utrecht,51.0,1050.00,2019-01-29 23:31:27.296993+00:00,parius,Tuin,True
Jacobskerksteeg,utrecht,50.0,1150.00,2019-02-21 16:07:58.119759+00:00,jaap,Eengezinswoning,True
